timestamp,field,value
1759877108.8563294,alt_ellipsoid,100
1759877108.8563294,h_acc,300
1759877108.8563294,v_acc,300
1759877108.8563294,vel_acc,0
1759877108.8563294,hdg_acc,0
1759877108.8563294,yaw,0
1759877109.0544503,time_usec,58563000
1759877109.0544503,fix_type,6
1759877109.0544503,lat,-353633245
1759877109.0544503,lon,1491652241
1759877109.0544503,alt,100
1759877109.0544503,eph,121
1759877109.0544503,epv,200
1759877109.0544503,vel,0
1759877109.0544503,cog,0
1759877109.0544503,satellites_visible,10
1759877109.0544503,alt_ellipsoid,100
1759877109.0544503,h_acc,300
1759877109.0544503,v_acc,300
1759877109.0544503,vel_acc,0
1759877109.0544503,hdg_acc,0
1759877109.0544503,yaw,0
1759877109.2527328,time_usec,58763000
1759877109.2527328,fix_type,6
1759877109.2527328,lat,-353633245
1759877109.2527328,lon,1491652241
1759877109.2527328,alt,100
1759877109.2527328,eph,121
1759877109.2527328,epv,200
1759877109.2527328,vel,0
1759877109.2527328,cog,0
1759877109.2527328,satellites_visible,10
1759877109.2527328,alt_ellipsoid,100
1759877109.2527328,h_acc,300
1759877109.2527328,v_acc,300
1759877109.2527328,vel_acc,0
1759877109.2527328,hdg_acc,0
1759877109.2527328,yaw,0
1759877109.4567225,time_usec,58963000
1759877109.4567225,fix_type,6
1759877109.4567225,lat,-353633245
1759877109.4567225,lon,1491652241
1759877109.4567225,alt,100
1759877109.4567225,eph,121
1759877109.4567225,epv,200
1759877109.4567225,vel,0
1759877109.4567225,cog,0
1759877109.4567225,satellites_visible,10
1759877109.4567225,alt_ellipsoid,100
1759877109.4567225,h_acc,300
1759877109.4567225,v_acc,300
1759877109.4567225,vel_acc,0
1759877109.4567225,hdg_acc,0
1759877109.4567225,yaw,0
1759877109.655125,time_usec,59163000
1759877109.655125,fix_type,6
1759877109.655125,lat,-353633245
1759877109.655125,lon,1491652241
1759877109.655125,alt,100
1759877109.655125,eph,121
1759877109.655125,epv,200
1759877109.655125,vel,0
1759877109.655125,cog,0
1759877109.655125,satellites_visible,10
1759877109.655125,alt_ellipsoid,100
1759877109.655125,h_acc,300
1759877109.655125,v_acc,300
1759877109.655125,vel_acc,0
1759877109.655125,hdg_acc,0
1759877109.655125,yaw,0
1759877109.8533676,time_usec,59363000
1759877109.8533676,fix_type,6
1759877109.8533676,lat,-353633245
1759877109.8533676,lon,1491652241
1759877109.8533676,alt,100
1759877109.8533676,eph,121
1759877109.8533676,epv,200
1759877109.8533676,vel,0
1759877109.8533676,cog,0
1759877109.8533676,satellites_visible,10
1759877109.8533676,alt_ellipsoid,100
1759877109.8533676,h_acc,300
1759877109.8533676,v_acc,300
1759877109.8533676,vel_acc,0
1759877109.8533676,hdg_acc,0
1759877109.8533676,yaw,0
1759877110.0574586,time_usec,59563000
1759877110.0574586,fix_type,6
1759877110.0574586,lat,-353633245
1759877110.0574586,lon,1491652241
1759877110.0574586,alt,100
1759877110.0574586,eph,121
1759877110.0574586,epv,200
1759877110.0574586,vel,0
1759877110.0574586,cog,0
1759877110.0574586,satellites_visible,10
